,2.0,2.5,3.0,3.5,4.0,4.5,5.0
2.0,3680,4520,5360,6200,7040,7880,8720
2.5,4520,5550,6580,7610,8640,9670,10700
3.0,5360,6580,7800,9020,10240,11460,12680
3.5,6200,7610,9020,10430,11840,13250,14660
4.0,7040,8640,10240,11840,13440,15040,16640
